1	10	10
21	11	2	1
-2.1832e-06	 7.3003e-06	 1.4941e-06	 1.7742e+00	 2.5292e-01	0.0
-2.5731e-06	 7.4600e-06	 1.2232e-06	 1.7688e+00	 1.6717e-01	0.0
-3.0059e-06	 7.5736e-06	 8.6365e-07	 1.7458e+00	 6.3752e-02	0.0
-3.4816e-06	 7.6412e-06	 4.1534e-07	 1.7058e+00	-5.7966e-02	0.0
21	11	2	1
-3.5355e+00	-3.5355e+00	 1.5124e-05	-1.5564e-05	 2.1702e-05
-3.5355e+00	-3.5355e+00	 1.5123e-05	-1.5565e-05	 2.1702e-05
-3.5355e+00	-3.5355e+00	 1.5123e-05	-1.5566e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5122e-05	-1.5567e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5122e-05	-1.5568e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5121e-05	-1.5568e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5121e-05	-1.5569e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5120e-05	-1.5569e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5120e-05	-1.5570e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5119e-05	-1.5570e-05	 2.1703e-05
-3.5355e+00	-3.5355e+00	 1.5119e-05	-1.5570e-05	 2.1703e-05
-3.5373e+00	-3.5373e+00	 1.4859e-05	-1.5577e-05	 2.1528e-05
-3.5371e+00	-3.5375e+00	 1.4823e-05	-1.5631e-05	 2.1542e-05
-3.5369e+00	-3.5377e+00	 1.4789e-05	-1.5685e-05	 2.1557e-05
-3.5368e+00	-3.5378e+00	 1.4756e-05	-1.5739e-05	 2.1574e-05
-3.5366e+00	-3.5380e+00	 1.4725e-05	-1.5793e-05	 2.1593e-05
-3.5364e+00	-3.5382e+00	 1.4695e-05	-1.5847e-05	 2.1612e-05
-3.5362e+00	-3.5384e+00	 1.4668e-05	-1.5902e-05	 2.1634e-05
-3.5361e+00	-3.5385e+00	 1.4641e-05	-1.5957e-05	 2.1657e-05
-3.5359e+00	-3.5387e+00	 1.4617e-05	-1.6013e-05	 2.1681e-05
-3.5357e+00	-3.5389e+00	 1.4594e-05	-1.6068e-05	 2.1707e-05
-3.5355e+00	-3.5391e+00	 1.4573e-05	-1.6124e-05	 2.1734e-05
-3.5426e+00	-3.5426e+00	 1.4610e-05	-1.5605e-05	 2.1377e-05
-3.5419e+00	-3.5433e+00	 1.4539e-05	-1.5711e-05	 2.1406e-05
-3.5412e+00	-3.5440e+00	 1.4472e-05	-1.5816e-05	 2.1438e-05
-3.5405e+00	-3.5447e+00	 1.4409e-05	-1.5923e-05	 2.1474e-05
-3.5398e+00	-3.5454e+00	 1.4348e-05	-1.6030e-05	 2.1513e-05
-3.5391e+00	-3.5461e+00	 1.4291e-05	-1.6137e-05	 2.1555e-05
-3.5384e+00	-3.5468e+00	 1.4237e-05	-1.6245e-05	 2.1601e-05
-3.5377e+00	-3.5476e+00	 1.4186e-05	-1.6353e-05	 2.1649e-05
-3.5369e+00	-3.5483e+00	 1.4139e-05	-1.6463e-05	 2.1701e-05
-3.5362e+00	-3.5490e+00	 1.4094e-05	-1.6572e-05	 2.1755e-05
-3.5355e+00	-3.5497e+00	 1.4053e-05	-1.6682e-05	 2.1813e-05
-3.5514e+00	-3.5514e+00	 1.4376e-05	-1.5649e-05	 2.1250e-05
-3.5499e+00	-3.5530e+00	 1.4272e-05	-1.5805e-05	 2.1295e-05
-3.5483e+00	-3.5546e+00	 1.4174e-05	-1.5962e-05	 2.1346e-05
-3.5467e+00	-3.5562e+00	 1.4080e-05	-1.6119e-05	 2.1403e-05
-3.5451e+00	-3.5578e+00	 1.3991e-05	-1.6278e-05	 2.1464e-05
-3.5435e+00	-3.5594e+00	 1.3908e-05	-1.6437e-05	 2.1531e-05
-3.5419e+00	-3.5610e+00	 1.3829e-05	-1.6597e-05	 2.1603e-05
-3.5403e+00	-3.5626e+00	 1.3754e-05	-1.6758e-05	 2.1679e-05
-3.5387e+00	-3.5642e+00	 1.3685e-05	-1.6919e-05	 2.1761e-05
-3.5371e+00	-3.5658e+00	 1.3621e-05	-1.7082e-05	 2.1847e-05
-3.5355e+00	-3.5674e+00	 1.3561e-05	-1.7245e-05	 2.1938e-05
-3.5638e+00	-3.5638e+00	 1.4157e-05	-1.5709e-05	 2.1146e-05
-3.5610e+00	-3.5666e+00	 1.4021e-05	-1.5914e-05	 2.1210e-05
-3.5582e+00	-3.5695e+00	 1.3893e-05	-1.6121e-05	 2.1281e-05
-3.5553e+00	-3.5723e+00	 1.3770e-05	-1.6328e-05	 2.1360e-05
-3.5525e+00	-3.5751e+00	 1.3655e-05	-1.6537e-05	 2.1446e-05
-3.5497e+00	-3.5780e+00	 1.3545e-05	-1.6747e-05	 2.1539e-05
-3.5468e+00	-3.5808e+00	 1.3443e-05	-1.6958e-05	 2.1639e-05
-3.5440e+00	-3.5836e+00	 1.3346e-05	-1.7169e-05	 2.1747e-05
-3.5412e+00	-3.5864e+00	 1.3257e-05	-1.7382e-05	 2.1861e-05
-3.5384e+00	-3.5893e+00	 1.3173e-05	-1.7596e-05	 2.1981e-05
-3.5355e+00	-3.5921e+00	 1.3096e-05	-1.7811e-05	 2.2108e-05
-3.5797e+00	-3.5797e+00	 1.3953e-05	-1.5783e-05	 2.1066e-05
-3.5753e+00	-3.5841e+00	 1.3787e-05	-1.6038e-05	 2.1149e-05
-3.5709e+00	-3.5886e+00	 1.3629e-05	-1.6293e-05	 2.1242e-05
-3.5665e+00	-3.5930e+00	 1.3480e-05	-1.6550e-05	 2.1345e-05
-3.5621e+00	-3.5974e+00	 1.3338e-05	-1.6808e-05	 2.1457e-05
-3.5576e+00	-3.6018e+00	 1.3205e-05	-1.7067e-05	 2.1579e-05
-3.5532e+00	-3.6062e+00	 1.3079e-05	-1.7328e-05	 2.1710e-05
-3.5488e+00	-3.6107e+00	 1.2962e-05	-1.7589e-05	 2.1849e-05
-3.5444e+00	-3.6151e+00	 1.2853e-05	-1.7852e-05	 2.1997e-05
-3.5400e+00	-3.6195e+00	 1.2751e-05	-1.8116e-05	 2.2154e-05
-3.5355e+00	-3.6239e+00	 1.2658e-05	-1.8382e-05	 2.2319e-05
-3.5992e+00	-3.5992e+00	 1.3764e-05	-1.5874e-05	 2.1010e-05
-3.5928e+00	-3.6055e+00	 1.3569e-05	-1.6176e-05	 2.1113e-05
-3.5864e+00	-3.6119e+00	 1.3383e-05	-1.6479e-05	 2.1229e-05
-3.5801e+00	-3.6183e+00	 1.3208e-05	-1.6784e-05	 2.1357e-05
-3.5737e+00	-3.6246e+00	 1.3041e-05	-1.7090e-05	 2.1498e-05
-3.5674e+00	-3.6310e+00	 1.2885e-05	-1.7398e-05	 2.1649e-05
-3.5610e+00	-3.6374e+00	 1.2738e-05	-1.7706e-05	 2.1812e-05
-3.5546e+00	-3.6437e+00	 1.2601e-05	-1.8017e-05	 2.1986e-05
-3.5483e+00	-3.6501e+00	 1.2473e-05	-1.8328e-05	 2.2170e-05
-3.5419e+00	-3.6564e+00	 1.2356e-05	-1.8641e-05	 2.2364e-05
-3.5355e+00	-3.6628e+00	 1.2247e-05	-1.8956e-05	 2.2568e-05
-3.6222e+00	-3.6222e+00	 1.3591e-05	-1.5979e-05	 2.0977e-05
-3.6135e+00	-3.6308e+00	 1.3367e-05	-1.6328e-05	 2.1102e-05
-3.6048e+00	-3.6395e+00	 1.3155e-05	-1.6678e-05	 2.1242e-05
-3.5962e+00	-3.6481e+00	 1.2954e-05	-1.7030e-05	 2.1397e-05
-3.5875e+00	-3.6568e+00	 1.2765e-05	-1.7383e-05	 2.1567e-05
-3.5788e+00	-3.6655e+00	 1.2586e-05	-1.7738e-05	 2.1750e-05
-3.5702e+00	-3.6741e+00	 1.2419e-05	-1.8094e-05	 2.1946e-05
-3.5615e+00	-3.6828e+00	 1.2263e-05	-1.8452e-05	 2.2155e-05
-3.5529e+00	-3.6915e+00	 1.2119e-05	-1.8811e-05	 2.2377e-05
-3.5442e+00	-3.7001e+00	 1.1986e-05	-1.9171e-05	 2.2610e-05
-3.5355e+00	-3.7088e+00	 1.1864e-05	-1.9533e-05	 2.2854e-05
-3.6487e+00	-3.6487e+00	 1.3432e-05	-1.6100e-05	 2.0968e-05
-3.6374e+00	-3.6600e+00	 1.3182e-05	-1.6495e-05	 2.1115e-05
-3.6260e+00	-3.6713e+00	 1.2944e-05	-1.6891e-05	 2.1280e-05
-3.6147e+00	-3.6826e+00	 1.2720e-05	-1.7288e-05	 2.1463e-05
-3.6034e+00	-3.6939e+00	 1.2508e-05	-1.7687e-05	 2.1663e-05
-3.5921e+00	-3.7052e+00	 1.2309e-05	-1.8088e-05	 2.1879e-05
-3.5808e+00	-3.7166e+00	 1.2123e-05	-1.8490e-05	 2.2110e-05
-3.5695e+00	-3.7279e+00	 1.1950e-05	-1.8894e-05	 2.2356e-05
-3.5582e+00	-3.7392e+00	 1.1789e-05	-1.9299e-05	 2.2615e-05
-3.5468e+00	-3.7505e+00	 1.1642e-05	-1.9706e-05	 2.2888e-05
-3.5355e+00	-3.7618e+00	 1.1507e-05	-2.0114e-05	 2.3173e-05
-3.6787e+00	-3.6787e+00	 1.3289e-05	-1.6236e-05	 2.0981e-05
-3.6644e+00	-3.6930e+00	 1.3013e-05	-1.6675e-05	 2.1152e-05
-3.6501e+00	-3.7074e+00	 1.2751e-05	-1.7116e-05	 2.1344e-05
-3.6358e+00	-3.7217e+00	 1.2504e-05	-1.7559e-05	 2.1556e-05
-3.6214e+00	-3.7360e+00	 1.2271e-05	-1.8002e-05	 2.1787e-05
-3.6071e+00	-3.7503e+00	 1.2053e-05	-1.8448e-05	 2.2036e-05
-3.5928e+00	-3.7646e+00	 1.1849e-05	-1.8895e-05	 2.2303e-05
-3.5785e+00	-3.7790e+00	 1.1659e-05	-1.9343e-05	 2.2585e-05
-3.5642e+00	-3.7933e+00	 1.1484e-05	-1.9793e-05	 2.2884e-05
-3.5499e+00	-3.8076e+00	 1.1323e-05	-2.0245e-05	 2.3197e-05
-3.5355e+00	-3.8219e+00	 1.1177e-05	-2.0698e-05	 2.3523e-05
-3.7123e+00	-3.7123e+00	 1.3160e-05	-1.6388e-05	 2.1018e-05
-3.6946e+00	-3.7300e+00	 1.2860e-05	-1.6870e-05	 2.1213e-05
-3.6770e+00	-3.7477e+00	 1.2575e-05	-1.7355e-05	 2.1432e-05
-3.6593e+00	-3.7653e+00	 1.2307e-05	-1.7841e-05	 2.1674e-05
-3.6416e+00	-3.7830e+00	 1.2054e-05	-1.8328e-05	 2.1937e-05
-3.6239e+00	-3.8007e+00	 1.1818e-05	-1.8817e-05	 2.2220e-05
-3.6062e+00	-3.8184e+00	 1.1597e-05	-1.9308e-05	 2.2523e-05
-3.5886e+00	-3.8361e+00	 1.1392e-05	-1.9800e-05	 2.2843e-05
-3.5709e+00	-3.8537e+00	 1.1204e-05	-2.0293e-05	 2.3181e-05
-3.5532e+00	-3.8714e+00	 1.1031e-05	-2.0788e-05	 2.3534e-05
-3.5355e+00	-3.8891e+00	 1.0874e-05	-2.1285e-05	 2.3902e-05
-3.7494e+00	-3.7494e+00	 1.3045e-05	-1.6555e-05	 2.1077e-05
-3.7280e+00	-3.7708e+00	 1.2721e-05	-1.7080e-05	 2.1297e-05
-3.7067e+00	-3.7922e+00	 1.2414e-05	-1.7608e-05	 2.1544e-05
-3.6853e+00	-3.8136e+00	 1.2125e-05	-1.8137e-05	 2.1816e-05
-3.6639e+00	-3.8350e+00	 1.1854e-05	-1.8667e-05	 2.2113e-05
-3.6425e+00	-3.8564e+00	 1.1599e-05	-1.9199e-05	 2.2431e-05
-3.6211e+00	-3.8778e+00	 1.1363e-05	-1.9732e-05	 2.2770e-05
-3.5997e+00	-3.8992e+00	 1.1144e-05	-2.0267e-05	 2.3129e-05
-3.5783e+00	-3.9206e+00	 1.0942e-05	-2.0804e-05	 2.3506e-05
-3.5569e+00	-3.9419e+00	 1.0758e-05	-2.1342e-05	 2.3900e-05
-3.5355e+00	-3.9633e+00	 1.0591e-05	-2.1882e-05	 2.4310e-05
-3.7901e+00	-3.7901e+00	 1.2942e-05	-1.6738e-05	 2.1158e-05
-3.7646e+00	-3.8155e+00	 1.2595e-05	-1.7307e-05	 2.1404e-05
-3.7392e+00	-3.8410e+00	 1.2266e-05	-1.7877e-05	 2.1680e-05
-3.7137e+00	-3.8665e+00	 1.1957e-05	-1.8449e-05	 2.1984e-05
-3.6883e+00	-3.8919e+00	 1.1666e-05	-1.9022e-05	 2.2314e-05
-3.6628e+00	-3.9174e+00	 1.1394e-05	-1.9597e-05	 2.2669e-05
-3.6374e+00	-3.9428e+00	 1.1141e-05	-2.0173e-05	 2.3046e-05
-3.6119e+00	-3.9683e+00	 1.0907e-05	-2.0752e-05	 2.3443e-05
-3.5864e+00	-3.9937e+00	 1.0692e-05	-2.1331e-05	 2.3861e-05
-3.5610e+00	-4.0192e+00	 1.0496e-05	-2.1912e-05	 2.4296e-05
-3.5355e+00	-4.0447e+00	 1.0319e-05	-2.2495e-05	 2.4749e-05
-3.8343e+00	-3.8343e+00	 1.2851e-05	-1.6937e-05	 2.1260e-05
-3.8044e+00	-3.8642e+00	 1.2480e-05	-1.7549e-05	 2.1534e-05
-3.7745e+00	-3.8940e+00	 1.2130e-05	-1.8162e-05	 2.1840e-05
-3.7447e+00	-3.9239e+00	 1.1801e-05	-1.8776e-05	 2.2177e-05
-3.7148e+00	-3.9538e+00	 1.1491e-05	-1.9393e-05	 2.2542e-05
-3.6849e+00	-3.9837e+00	 1.1202e-05	-2.0011e-05	 2.2933e-05
-3.6550e+00	-4.0135e+00	 1.0932e-05	-2.0630e-05	 2.3348e-05
-3.6252e+00	-4.0434e+00	 1.0683e-05	-2.1252e-05	 2.3786e-05
-3.5953e+00	-4.0733e+00	 1.0455e-05	-2.1874e-05	 2.4244e-05
-3.5654e+00	-4.1032e+00	 1.0246e-05	-2.2499e-05	 2.4722e-05
-3.5355e+00	-4.1330e+00	 1.0057e-05	-2.3125e-05	 2.5217e-05
-3.8820e+00	-3.8820e+00	 1.2771e-05	-1.7152e-05	 2.1385e-05
-3.8474e+00	-3.9167e+00	 1.2378e-05	-1.7806e-05	 2.1686e-05
-3.8127e+00	-3.9513e+00	 1.2007e-05	-1.8462e-05	 2.2023e-05
-3.7781e+00	-3.9860e+00	 1.1657e-05	-1.9120e-05	 2.2393e-05
-3.7434e+00	-4.0206e+00	 1.1329e-05	-1.9779e-05	 2.2794e-05
-3.7088e+00	-4.0553e+00	 1.1022e-05	-2.0440e-05	 2.3222e-05
-3.6741e+00	-4.0899e+00	 1.0736e-05	-2.1103e-05	 2.3677e-05
-3.6395e+00	-4.1246e+00	 1.0472e-05	-2.1767e-05	 2.4155e-05
-3.6048e+00	-4.1592e+00	 1.0229e-05	-2.2433e-05	 2.4655e-05
-3.5702e+00	-4.1939e+00	 1.0008e-05	-2.3101e-05	 2.5176e-05
-3.5355e+00	-4.2285e+00	 9.8076e-06	-2.3770e-05	 2.5714e-05
-3.9333e+00	-3.9333e+00	 1.2703e-05	-1.7383e-05	 2.1530e-05
-3.8935e+00	-3.9731e+00	 1.2288e-05	-1.8080e-05	 2.1861e-05
-3.8537e+00	-4.0128e+00	 1.1896e-05	-1.8778e-05	 2.2230e-05
-3.8140e+00	-4.0526e+00	 1.1527e-05	-1.9479e-05	 2.2634e-05
-3.7742e+00	-4.0924e+00	 1.1180e-05	-2.0181e-05	 2.3071e-05
-3.7344e+00	-4.1322e+00	 1.0855e-05	-2.0885e-05	 2.3537e-05
-3.6946e+00	-4.1719e+00	 1.0553e-05	-2.1591e-05	 2.4031e-05
-3.6549e+00	-4.2117e+00	 1.0273e-05	-2.2298e-05	 2.4551e-05
-3.6151e+00	-4.2515e+00	 1.0016e-05	-2.3007e-05	 2.5093e-05
-3.5753e+00	-4.2913e+00	 9.7811e-06	-2.3719e-05	 2.5656e-05
-3.5355e+00	-4.3310e+00	 9.5688e-06	-2.4432e-05	 2.6239e-05
-3.9881e+00	-3.9881e+00	 1.2646e-05	-1.7630e-05	 2.1697e-05
-3.9428e+00	-4.0333e+00	 1.2210e-05	-1.8369e-05	 2.2057e-05
-3.8976e+00	-4.0786e+00	 1.1798e-05	-1.9110e-05	 2.2458e-05
-3.8523e+00	-4.1238e+00	 1.1409e-05	-1.9853e-05	 2.2897e-05
-3.8071e+00	-4.1691e+00	 1.1043e-05	-2.0598e-05	 2.3371e-05
-3.7618e+00	-4.2144e+00	 1.0701e-05	-2.1344e-05	 2.3876e-05
-3.7166e+00	-4.2596e+00	 1.0382e-05	-2.2093e-05	 2.4411e-05
-3.6713e+00	-4.3049e+00	 1.0086e-05	-2.2844e-05	 2.4972e-05
-3.6260e+00	-4.3501e+00	 9.8146e-06	-2.3596e-05	 2.5556e-05
-3.5808e+00	-4.3954e+00	 9.5662e-06	-2.4351e-05	 2.6163e-05
-3.5355e+00	-4.4406e+00	 9.3413e-06	-2.5108e-05	 2.6789e-05
-4.0464e+00	-4.0464e+00	 1.2601e-05	-1.7893e-05	 2.1885e-05
-3.9953e+00	-4.0975e+00	 1.2144e-05	-1.8674e-05	 2.2275e-05
-3.9442e+00	-4.1486e+00	 1.1711e-05	-1.9457e-05	 2.2709e-05
-3.8932e+00	-4.1997e+00	 1.1303e-05	-2.0242e-05	 2.3184e-05
-3.8421e+00	-4.2508e+00	 1.0919e-05	-2.1029e-05	 2.3695e-05
-3.7910e+00	-4.3019e+00	 1.0559e-05	-2.1819e-05	 2.4239e-05
-3.7399e+00	-4.3529e+00	 1.0223e-05	-2.2610e-05	 2.4814e-05
-3.6888e+00	-4.4040e+00	 9.9122e-06	-2.3404e-05	 2.5417e-05
-3.6377e+00	-4.4551e+00	 9.6254e-06	-2.4200e-05	 2.6044e-05
-3.5866e+00	-4.5062e+00	 9.3630e-06	-2.4998e-05	 2.6694e-05
-3.5355e+00	-4.5573e+00	 9.1250e-06	-2.5798e-05	 2.7364e-05
-4.1083e+00	-4.1083e+00	 1.2567e-05	-1.8172e-05	 2.2094e-05
-4.0510e+00	-4.1656e+00	 1.2090e-05	-1.8994e-05	 2.2515e-05
-3.9937e+00	-4.2228e+00	 1.1637e-05	-1.9818e-05	 2.2982e-05
-3.9365e+00	-4.2801e+00	 1.1209e-05	-2.0645e-05	 2.3492e-05
-3.8792e+00	-4.3374e+00	 1.0807e-05	-2.1475e-05	 2.4041e-05
-3.8219e+00	-4.3947e+00	 1.0430e-05	-2.2307e-05	 2.4625e-05
-3.7646e+00	-4.4519e+00	 1.0077e-05	-2.3141e-05	 2.5240e-05
-3.7074e+00	-4.5092e+00	 9.7503e-06	-2.3978e-05	 2.5885e-05
-3.6501e+00	-4.5665e+00	 9.4483e-06	-2.4817e-05	 2.6555e-05
-3.5928e+00	-4.6238e+00	 9.1715e-06	-2.5659e-05	 2.7248e-05
-3.5355e+00	-4.6810e+00	 8.9199e-06	-2.6502e-05	 2.7963e-05
-4.1737e+00	-4.1737e+00	 1.2544e-05	-1.8466e-05	 2.2324e-05
-4.1099e+00	-4.2375e+00	 1.2047e-05	-1.9329e-05	 2.2776e-05
-4.0461e+00	-4.3013e+00	 1.1575e-05	-2.0195e-05	 2.3277e-05
-3.9822e+00	-4.3651e+00	 1.1128e-05	-2.1064e-05	 2.3823e-05
-3.9184e+00	-4.4290e+00	 1.0708e-05	-2.1935e-05	 2.4409e-05
-3.8546e+00	-4.4928e+00	 1.0313e-05	-2.2809e-05	 2.5033e-05
-3.7908e+00	-4.5566e+00	 9.9439e-06	-2.3686e-05	 2.5689e-05
-3.7270e+00	-4.6204e+00	 9.6007e-06	-2.4566e-05	 2.6375e-05
-3.6632e+00	-4.6842e+00	 9.2832e-06	-2.5448e-05	 2.7088e-05
-3.5994e+00	-4.7480e+00	 8.9916e-06	-2.6333e-05	 2.7825e-05
-3.5355e+00	-4.8119e+00	 8.7259e-06	-2.7220e-05	 2.8584e-05
-4.2426e+00	-4.2426e+00	 1.2533e-05	-1.8775e-05	 2.2574e-05
-4.1719e+00	-4.3134e+00	 1.2016e-05	-1.9679e-05	 2.3057e-05
-4.1012e+00	-4.3841e+00	 1.1524e-05	-2.0586e-05	 2.3592e-05
-4.0305e+00	-4.4548e+00	 1.1060e-05	-2.1496e-05	 2.4174e-05
-3.9598e+00	-4.5255e+00	 1.0621e-05	-2.2409e-05	 2.4799e-05
-3.8891e+00	-4.5962e+00	 1.0209e-05	-2.3325e-05	 2.5462e-05
-3.8184e+00	-4.6669e+00	 9.8229e-06	-2.4245e-05	 2.6159e-05
-3.7477e+00	-4.7376e+00	 9.4633e-06	-2.5167e-05	 2.6887e-05
-3.6770e+00	-4.8083e+00	 9.1301e-06	-2.6092e-05	 2.7643e-05
-3.6062e+00	-4.8790e+00	 8.8234e-06	-2.7019e-05	 2.8424e-05
-3.5355e+00	-4.9497e+00	 8.5432e-06	-2.7950e-05	 2.9226e-05
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-2.3955e-06	 5.8128e-06	-1.3677e-06	 1.3362e+00	 1.7580e-02	0.0
-6.7763e-05	 1.5399e-04	-7.7205e-06	 3.4660e+01	-5.0081e-01	0.0
-6.8160e-05	 1.4690e-04	-2.5896e-05	 3.2759e+01	-1.5659e+00	0.0
-6.7862e-05	 1.3971e-04	-4.3475e-05	 3.1035e+01	-2.5715e+00	0.0
-6.6870e-05	 1.3242e-04	-6.0459e-05	 2.9485e+01	-3.5163e+00	0.0
-6.5184e-05	 1.2504e-04	-7.6847e-05	 2.8110e+01	-4.3993e+00	0.0
-6.2804e-05	 1.1755e-04	-9.2639e-05	 2.6909e+01	-5.2201e+00	0.0
-5.9730e-05	 1.0997e-04	-1.0783e-04	 2.5882e+01	-5.9788e+00	0.0
-5.5961e-05	 1.0229e-04	-1.2244e-04	 2.5030e+01	-6.6761e+00	0.0
-5.1498e-05	 9.4511e-05	-1.3644e-04	 2.4353e+01	-7.3133e+00	0.0
-4.6341e-05	 8.6634e-05	-1.4985e-04	 2.3854e+01	-7.8922e+00	0.0
-4.0490e-05	 7.8658e-05	-1.6266e-04	 2.3536e+01	-8.4151e+00	0.0
-3.3741e-05	 7.6714e-05	-3.6817e-06	 1.7268e+01	-2.4418e-01	0.0
-3.3911e-05	 7.3272e-05	-1.2694e-05	 1.6348e+01	-7.5509e-01	0.0
-3.3736e-05	 6.9771e-05	-2.1419e-05	 1.5512e+01	-1.2370e+00	0.0
-3.3215e-05	 6.6210e-05	-2.9858e-05	 1.4761e+01	-1.6895e+00	0.0
-3.2348e-05	 6.2590e-05	-3.8010e-05	 1.4093e+01	-2.1122e+00	0.0
-3.1135e-05	 5.8911e-05	-4.5876e-05	 1.3509e+01	-2.5052e+00	0.0
-2.9576e-05	 5.5172e-05	-5.3455e-05	 1.3009e+01	-2.8689e+00	0.0
-2.7671e-05	 5.1373e-05	-6.0747e-05	 1.2593e+01	-3.2038e+00	0.0
-2.5420e-05	 4.7516e-05	-6.7753e-05	 1.2264e+01	-3.5109e+00	0.0
-2.2824e-05	 4.3599e-05	-7.4473e-05	 1.2021e+01	-3.7914e+00	0.0
-1.9881e-05	 3.9622e-05	-8.0906e-05	 1.1867e+01	-4.0470e+00	0.0
-2.2559e-05	 5.1278e-05	-2.4981e-06	 1.1542e+01	-1.6499e-01	0.0
-2.2669e-05	 4.8993e-05	-8.4731e-06	 1.0931e+01	-5.0325e-01	0.0
-2.2549e-05	 4.6667e-05	-1.4258e-05	 1.0376e+01	-8.2190e-01	0.0
-2.2199e-05	 4.4301e-05	-1.9854e-05	 9.8767e+00	-1.1206e+00	0.0
-2.1618e-05	 4.1895e-05	-2.5260e-05	 9.4320e+00	-1.3992e+00	0.0
-2.0807e-05	 3.9448e-05	-3.0476e-05	 9.0423e+00	-1.6577e+00	0.0
-1.9767e-05	 3.6961e-05	-3.5503e-05	 8.7080e+00	-1.8964e+00	0.0
-1.8496e-05	 3.4433e-05	-4.0340e-05	 8.4295e+00	-2.1159e+00	0.0
-1.6994e-05	 3.1865e-05	-4.4987e-05	 8.2076e+00	-2.3167e+00	0.0
-1.5263e-05	 2.9256e-05	-4.9445e-05	 8.0432e+00	-2.4998e+00	0.0
-1.3302e-05	 2.6607e-05	-5.3712e-05	 7.9372e+00	-2.6663e+00	0.0
-1.6997e-05	 3.8617e-05	-1.9353e-06	 8.6914e+00	-1.2656e-01	0.0
-1.7079e-05	 3.6899e-05	-6.3956e-06	 8.2326e+00	-3.8079e-01	0.0
-1.6989e-05	 3.5152e-05	-1.0713e-05	 7.8151e+00	-6.1992e-01	0.0
-1.6727e-05	 3.3375e-05	-1.4889e-05	 7.4386e+00	-8.4369e-01	0.0
-1.6292e-05	 3.1567e-05	-1.8922e-05	 7.1031e+00	-1.0520e+00	0.0
-1.5686e-05	 2.9730e-05	-2.2812e-05	 6.8086e+00	-1.2449e+00	0.0
-1.4906e-05	 2.7863e-05	-2.6561e-05	 6.5553e+00	-1.4225e+00	0.0
-1.3955e-05	 2.5966e-05	-3.0166e-05	 6.3436e+00	-1.5853e+00	0.0
-1.2831e-05	 2.4039e-05	-3.3630e-05	 6.1740e+00	-1.7337e+00	0.0
-1.1534e-05	 2.2082e-05	-3.6950e-05	 6.0472e+00	-1.8686e+00	0.0
-1.0066e-05	 2.0095e-05	-4.0129e-05	 5.9640e+00	-1.9907e+00	0.0
-1.3668e-05	 3.1037e-05	-1.6057e-06	 6.9846e+00	-1.0387e-01	0.0
-1.3735e-05	 2.9656e-05	-5.1587e-06	 6.6157e+00	-3.0841e-01	0.0
-1.3664e-05	 2.8252e-05	-8.5972e-06	 6.2798e+00	-5.0053e-01	0.0
-1.3455e-05	 2.6825e-05	-1.1921e-05	 5.9765e+00	-6.8002e-01	0.0
-1.3109e-05	 2.5374e-05	-1.5131e-05	 5.7058e+00	-8.4676e-01	0.0
-1.2625e-05	 2.3901e-05	-1.8226e-05	 5.4677e+00	-1.0008e+00	0.0
-1.2004e-05	 2.2404e-05	-2.1207e-05	 5.2625e+00	-1.1422e+00	0.0
-1.1244e-05	 2.0884e-05	-2.4073e-05	 5.0902e+00	-1.2714e+00	0.0
-1.0348e-05	 1.9341e-05	-2.6825e-05	 4.9516e+00	-1.3888e+00	0.0
-9.3130e-06	 1.7774e-05	-2.9462e-05	 4.8470e+00	-1.4949e+00	0.0
-8.1409e-06	 1.6185e-05	-3.1985e-05	 4.7772e+00	-1.5905e+00	0.0
-1.1451e-05	 2.5988e-05	-1.3882e-06	 5.8478e+00	-8.8877e-02	0.0
-1.1508e-05	 2.4830e-05	-4.3372e-06	 5.5384e+00	-2.6061e-01	0.0
-1.1450e-05	 2.3654e-05	-7.1902e-06	 5.2564e+00	-4.2171e-01	0.0
